# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 13:06:31 2020
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_wise1,st_wise2,st_wise3,st_wise4,st_bmvj,st_jmh2,st_hmk2,st_jmk2
2247,EPIC 218170789,2MASS J18510667-1917041,EPIC 218170789.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,18h51m06.68s,282.777832,-19d17m04.1s,-19.284481,3.04161700,2457303.402250,,,,57.297,2.009597,0.09433,8.989,0.800,,,,,5250.00,4.31,0.070,[Fe/H],0.87,,12.890,14.237,13.191,,13.753,12.845,12.520,,11.290,10.771,10.627,10.609,10.666,10.733,8.287,1.046,0.519,0.144,0.663
2248,EPIC 218170789,2MASS J18510667-1917041,EPIC 218170789.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h51m06.68s,282.777832,-19d17m04.1s,-19.284481,3.04108000,2457303.409500,0.056300,0.1600000,,,2.210000,0.05700,11.900,,,,,,,,,,1.91,,12.890,14.237,13.191,,13.753,12.845,12.520,,11.290,10.771,10.627,10.609,10.666,10.733,8.287,1.046,0.519,0.144,0.663
2249,EPIC 218195416,2MASS J18543832-1914236,EPIC 218195416.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h54m38.30s,283.659576,-19d14m23.6s,-19.239878,0.49512530,2457301.943830,0.082760,0.1067000,,,1.272000,0.14100,28.800,,,,,,,,,,1.87,,11.933,11.754,11.831,,12.006,11.908,11.860,,11.173,11.025,10.962,10.829,10.830,10.728,8.876,-0.077,0.148,0.063,0.211
2250,EPIC 218300572,2MASS J18483825-1903038,EPIC 218300572.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h48m38.25s,282.159363,-19d03m03.8s,-19.051050,1.58984300,2457301.594530,0.174100,0.0995000,,,2.510000,0.11400,49.000,,,,,,,,,,3.93,,11.919,12.705,12.070,,12.329,11.904,11.744,,10.788,10.494,10.409,10.423,10.436,11.027,8.902,0.635,0.294,0.085,0.379
2251,EPIC 218304292,2MASS J19125385-1902401,EPIC 218304292.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h12m53.86s,288.224426,-19d02m40.2s,-19.044497,8.42177000,2457306.815900,0.083700,0.0291000,,,84.000000,0.02730,3.130,,,,,,,,,,1.05,,12.511,13.292,12.653,,12.921,12.497,12.335,,11.411,11.133,11.028,10.959,10.993,10.942,8.034,0.639,0.278,0.105,0.383
2252,EPIC 218304292,2MASS J19125385-1902401,EPIC 218304292.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,19h12m53.86s,288.224426,-19d02m40.2s,-19.044497,8.42165900,2457306.815820,,,,89.679,85.918072,0.02578,3.458,0.310,,8.320000e-01,,,5779.00,4.13,-0.290,[Fe/H],1.23,,12.511,13.292,12.653,,12.921,12.497,12.335,,11.411,11.133,11.028,10.959,10.993,10.942,8.034,0.639,0.278,0.105,0.383
2253,EPIC 218621322,2MASS J19015251-1828044,EPIC 218621322.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,1,19h01m52.51s,285.468811,-18d28m04.5s,-18.467922,11.58750200,2457316.045430,,0.1625000,1.1700,,,0.20200,21.900,1.950,,,,,,,,,1.00,,12.396,13.332,12.532,,12.898,12.310,12.181,,11.005,10.644,10.586,10.460,10.523,10.572,8.517,0.800,0.361,0.058,0.419
2254,EPIC 218668602,2MASS J18480209-1822454,EPIC 218668602.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h48m02.09s,282.008728,-18d22m45.5s,-18.379305,1.86602500,2457302.091100,0.038300,0.0818000,,,6.570000,0.01830,1.750,,,,,,,,,,0.88,,12.411,13.630,12.676,,13.129,12.357,12.103,,10.994,10.601,10.456,,,,,0.954,0.393,0.145,0.538
2255,EPIC 218668602,2MASS J18480209-1822454,EPIC 218668602.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,18h48m02.09s,282.008728,-18d22m45.5s,-18.379305,1.86597900,2457302.091250,,,,85.255,6.279847,0.02065,1.859,0.170,,1.570000e-03,,,5231.00,4.68,0.210,[Fe/H],0.83,,12.411,13.630,12.676,,13.129,12.357,12.103,,10.994,10.601,10.456,,,,,0.954,0.393,0.145,0.538
2256,EPIC 218695436,2MASS J19211991-1819443,EPIC 218695436.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h21m19.94s,290.333069,-18d19m44.1s,-18.328903,1.54931800,2457301.646890,3.789000,0.1674000,,,3.027000,0.23500,42.600,,,,,,,,,,1.67,,11.935,12.114,11.495,,12.305,11.961,11.777,,10.976,10.732,10.645,10.546,10.569,10.494,8.872,0.619,0.244,0.087,0.331
2257,EPIC 218709665,2MASS J18472383-1818074,EPIC 218709665.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h47m23.84s,281.849335,-18d18m07.4s,-18.302065,1.93634750,2457303.303690,2.459500,0.0946000,,,5.020000,0.25000,46.000,,,,,,,,,,1.69,,13.112,14.157,13.344,,13.743,13.138,12.842,,11.745,11.402,11.354,11.271,11.346,11.294,8.710,0.813,0.343,0.048,0.391
2258,EPIC 218711655,2MASS J19015453-1817540,EPIC 218711655.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,1,19h01m54.52s,285.477173,-18d17m54.1s,-18.298365,1.15756300,2457311.852850,,0.0000000,1.2900,,,0.07770,12.300,1.100,,,,,,,,,1.46,,11.334,11.919,11.520,,11.767,11.348,11.149,,10.149,9.920,9.853,9.726,9.741,9.659,7.783,0.399,0.229,0.067,0.296
2259,EPIC 218874453,2MASS J18592291-1759194,EPIC 218874453.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h59m22.91s,284.845459,-17d59m19.5s,-17.988749,2.17469000,2457302.100700,0.025100,0.0450000,,,13.600000,0.01520,1.800,,,,,,,,,,1.08,,13.097,14.349,13.402,,13.859,13.095,12.771,,11.638,11.296,11.215,11.077,11.103,11.091,8.582,0.947,0.342,0.081,0.423
2260,EPIC 218901589,2MASS J19041958-1756195,EPIC 218901589.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h04m19.58s,286.081604,-17d56m19.6s,-17.938782,1.65822300,2457303.130300,0.010930,0.1210000,,,4.120000,0.00867,0.867,,,,,,,,,,0.92,,11.084,12.369,11.211,,11.725,11.050,10.809,,9.708,9.216,9.101,9.055,9.094,9.027,8.560,1.158,0.492,0.115,0.607
2261,EPIC 218916923,2MASS J19161596-1754384,EPIC 218916923.01,K2-139 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,7,0,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,28.38207100,2457325.817280,,,,89.557,45.812319,0.09741,9.268,0.830,,,,,5425.00,4.66,0.230,[Fe/H],0.87,,11.470,12.433,11.653,,12.049,11.400,11.222,,10.177,9.768,9.660,9.604,9.677,9.566,8.242,0.780,0.409,0.108,0.517
2262,EPIC 218916923,2MASS J19161596-1754384,EPIC 218916923.01,K2-139 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,7,1,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,28.38246000,2457325.817260,1.109300,0.2078000,,,46.000000,0.09660,9.620,,,,,,,,,,0.91,,11.470,12.433,11.653,,12.049,11.400,11.222,,10.177,9.768,9.660,9.604,9.677,9.566,8.242,0.780,0.409,0.108,0.517
2263,EPIC 218916923,2MASS J19161596-1754384,EPIC 218916923.01,K2-139 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,7,0,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,28.38220600,2457325.816870,,0.2058000,0.0800,,,0.09360,9.500,0.850,,,,,,,,,0.93,,11.470,12.433,11.653,,12.049,11.400,11.222,,10.177,9.768,9.660,9.604,9.677,9.566,8.242,0.780,0.409,0.108,0.517
2264,EPIC 218952024,2MASS J18525484-1750404,EPIC 218952024.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,18h52m54.84s,283.228485,-17d50m40.4s,-17.844561,0.56007000,2457301.851200,0.016630,0.1020000,,,1.103000,0.03480,1.670,,,,,,,,,,0.44,,12.364,14.781,13.090,,13.963,12.462,11.679,,10.043,9.190,8.917,8.598,8.694,8.625,8.051,1.691,0.853,0.273,1.126
2265,EPIC 218973982,2MASS J19153859-1747511,EPIC 218973982.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h15m38.59s,288.910797,-17d47m51.2s,-17.797546,4.88451000,2457303.553100,1.647000,0.1250000,,,9.060000,0.20200,16.100,,,,,,,,,,0.73,,18.055,,,,,,,,15.558,14.821,14.607,14.204,14.145,12.419,8.691,,0.737,0.214,0.951
2266,EPIC 219111248,2MASS J19151074-1730050,EPIC 219111248.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h15m10.74s,288.794769,-17d30m05.0s,-17.501389,4.35967000,2457301.701000,0.156800,0.0774000,,,16.900000,0.03790,2.310,,,,,,,,,,0.56,,14.766,,,,,,,,12.489,11.847,11.623,11.542,11.575,11.540,8.721,,0.642,0.224,0.866
2267,EPIC 219114906,2MASS J19051479-1729363,EPIC 219114906.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h05m14.79s,286.311646,-17d29m36.4s,-17.493444,1.81053000,2457302.610700,0.032600,0.0700000,,,7.200000,0.01730,1.024,,,,,,,,,,0.54,,13.349,14.954,13.725,,14.343,13.319,12.923,,11.611,10.964,10.884,10.819,10.870,10.945,8.306,1.229,0.647,0.080,0.727
2268,EPIC 219256848,,EPIC 219256848.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h02m42.92s,285.678833,-17d10m38.2s,-17.177280,20.94388000,2457304.845990,0.473600,0.1530000,,,22.700000,0.12500,170.000,,,,,,,,,,12.43,,13.068,14.541,13.509,,14.030,13.138,12.656,,,,,,,,,1.032,,,
2269,EPIC 219256848,,EPIC 219256848.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,0,19h02m42.92s,285.678833,-17d10m38.2s,-17.177280,20.94390900,2457325.792170,,0.1454000,1.3900,,,0.46860,591.100,52.730,,,,,,,,,11.57,,13.068,14.541,13.509,,14.030,13.138,12.656,,,,,,,,,1.032,,,
2270,EPIC 219266595,2MASS J19134075-1709172,EPIC 219266595.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h13m40.75s,288.419800,-17d09m17.3s,-17.154808,0.94428400,2457301.845500,0.027100,0.1680000,,,1.200000,0.01990,1.480,,,,,,,,,,0.68,,13.137,14.550,13.480,,14.036,13.105,12.752,,11.653,11.147,11.025,10.963,11.033,10.903,8.931,1.070,0.506,0.122,0.628
2271,EPIC 219388192,2MASS J19173402-1652177,EPIC 219388192.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29262700,2457303.988520,1.051700,0.1373000,,,13.210000,0.09517,10.980,,,,,,,,,,1.06,,12.336,13.284,12.535,,12.854,12.348,12.114,,11.073,10.734,10.666,10.610,10.631,10.606,8.925,0.749,0.339,0.068,0.407
2272,EPIC 219388192,2MASS J19173402-1652177,EPIC 219388192.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,0,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29266000,2457314.573140,,0.1375000,0.1600,,,0.08790,9.600,0.860,,,,,,,,,1.00,,12.336,13.284,12.535,,12.854,12.348,12.114,,11.073,10.734,10.666,10.610,10.631,10.606,8.925,0.749,0.339,0.068,0.407
2273,EPIC 219388192,2MASS J19173402-1652177,EPIC 219388192.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,7,0,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29260500,2457303.988800,,,,89.297,13.345959,0.09434,9.978,0.890,,,,,5689.00,4.43,0.160,[Fe/H],0.97,,12.336,13.284,12.535,,12.854,12.348,12.114,,11.073,10.734,10.666,10.610,10.631,10.606,8.925,0.749,0.339,0.068,0.407
2274,EPIC 219420915,2MASS J19100261-1647365,EPIC 219420915.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h10m02.61s,287.510864,-16d47m36.6s,-16.793495,0.51501960,2457301.544750,0.602000,0.0823000,,,1.756000,0.27000,36.200,,,,,,,,,,1.23,,12.847,13.811,13.057,,13.368,12.842,12.623,,11.601,11.251,11.135,11.045,11.069,10.813,8.106,0.754,0.350,0.116,0.466
2275,EPIC 219420915,2MASS J19100261-1647365,EPIC 219420915.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,7,0,19h10m02.61s,287.510864,-16d47m36.6s,-16.793495,0.51501300,2457311.330640,,0.0000000,1.3100,,,0.18380,26.100,2.330,,,,,,,,,1.30,,12.847,13.811,13.057,,13.368,12.842,12.623,,11.601,11.251,11.135,11.045,11.069,10.813,8.106,0.754,0.350,0.116,0.466
2276,EPIC 219480273,2MASS J19124073-1638490,EPIC 219480273.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h12m40.74s,288.169739,-16d38m49.1s,-16.646969,26.48370000,2457306.959200,0.020100,0.2520000,,,29.400000,0.01320,1.980,,,,,,,,,,1.38,,11.208,11.775,11.483,,11.618,11.213,11.033,,10.204,9.923,9.863,9.817,9.845,9.828,8.220,0.292,0.281,0.060,0.341
2277,EPIC 219610716,2MASS J19133392-1618354,EPIC 219610716.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h13m33.93s,288.391357,-16d18m35.4s,-16.309839,2.08807000,2457301.689100,0.071700,0.1280000,,,4.510000,0.02550,12.400,,,,,,,,,,4.44,,14.000,15.552,14.375,,14.977,13.962,13.582,,12.301,11.728,11.573,11.479,11.571,12.019,8.708,1.177,0.573,0.155,0.728
2278,EPIC 219747794,2MASS J19174230-1555462,EPIC 219747794.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h17m42.30s,289.426270,-15d55m46.2s,-15.929511,34.37970000,2457307.171500,1.943000,0.1630000,,,50.000000,0.26800,118.000,,,,,,,,,,4.00,,17.713,,,,,,,,15.873,15.274,15.139,14.682,14.642,12.191,8.607,,0.599,0.135,0.734
2279,EPIC 219747794,2MASS J19174230-1555462,EPIC 219747794.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h17m42.30s,289.426270,-15d55m46.2s,-15.929511,15.65940000,2457304.914000,0.253000,0.2860000,,,8.200000,0.08400,37.000,,,,,,,,,,4.00,,17.713,,,,,,,,15.873,15.274,15.139,14.682,14.642,12.191,8.607,,0.599,0.135,0.734
2280,EPIC 219760360,2MASS J19133312-1553332,EPIC 219760360.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,7,1,19h13m33.12s,288.388000,-15d53m33.3s,-15.892572,1.40951260,2457302.163920,1.908000,0.1371000,,,2.978000,0.35300,70.000,,,,,,,,,,1.82,,13.355,14.509,13.650,,14.029,13.367,13.066,,11.932,11.486,11.361,11.261,11.297,11.233,8.737,0.859,0.446,0.125,0.571
2281,EPIC 219800881,2MASS J19162203-1546159,EPIC 219800881.01,K2-231 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,7,1,19h16m22.04s,289.091827,-15d46m16.0s,-15.771108,13.84457000,2457306.149300,0.063500,0.1230000,,,32.400000,0.02480,2.790,,,,,,,,,,1.03,,12.507,13.500,12.708,,13.076,12.470,12.263,,11.294,11.004,10.859,10.766,10.813,10.935,8.343,0.792,0.290,0.145,0.435
2282,EPIC 220168663,2MASS J01051062-0115554,EPIC 220168663.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h05m10.64s,16.294352,-01d15m55.4s,-1.265393,3.22513000,2457394.509600,0.240000,0.0700000,,,12.300000,0.04890,2.330,,,,,,,,,,0.44,,15.551,,,,,,,,13.252,12.593,12.379,12.208,12.153,11.661,8.457,,0.659,0.214,0.873
2283,EPIC 220170303,2MASS J00510570-0111452,EPIC 220170303.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,4.92340000,2457396.409300,0.021000,0.0840000,,,15.600000,0.01400,1.180,,,,,,,,,,0.78,,12.114,13.272,12.353,,12.800,12.043,11.821,,10.773,10.281,10.206,10.145,10.217,10.100,8.659,0.919,0.492,0.075,0.567
2284,EPIC 220170303,2MASS J00510570-0111452,EPIC 220170303.01,K2-203 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,9.69510100,2457396.638780,,,,88.430,19.031555,0.01647,1.371,0.120,,1.000000e-04,,,5000.00,4.43,-0.070,[Fe/H],0.76,,12.114,13.272,12.353,,12.800,12.043,11.821,,10.773,10.281,10.206,10.145,10.217,10.100,8.659,0.919,0.492,0.075,0.567
2285,EPIC 220170303,2MASS J00510570-0111452,EPIC 220170303.01,K2-203 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,9.68970000,2457396.657700,0.028400,0.1480000,,,18.100000,0.01620,1.370,,,,,,,,,,0.78,,12.114,13.272,12.353,,12.800,12.043,11.821,,10.773,10.281,10.206,10.145,10.217,10.100,8.659,0.919,0.492,0.075,0.567
2286,EPIC 220173278,2MASS J01125878-0103384,EPIC 220173278.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h12m58.79s,18.244963,-01d03m38.5s,-1.060686,8.03216000,2457396.550000,0.014840,0.2420000,,,9.100000,0.01198,2.420,,,,,,,,,,1.85,,10.750,11.541,10.857,,11.185,10.740,10.564,,9.802,9.477,9.431,9.388,9.420,9.382,8.281,0.684,0.325,0.046,0.371
2287,EPIC 220186645,2MASS J01093180-0031031,EPIC 220186645.01,K2-204 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,7.05578400,2457396.508620,,,,87.649,11.042580,0.02371,3.046,0.270,,1.000000e-04,,,5755.00,4.23,0.070,[Fe/H],1.18,,12.961,13.643,13.010,,13.308,12.834,12.812,,11.839,11.569,11.478,11.468,11.507,11.279,8.683,0.633,0.270,0.091,0.361
2288,EPIC 220186645,2MASS J01093180-0031031,EPIC 220186645.01,K2-204 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,7.05647000,2457396.506400,0.055400,0.1860000,,,11.200000,0.02313,2.760,,,,,,,,,,1.09,,12.961,13.643,13.010,,13.308,12.834,12.812,,11.839,11.569,11.478,11.468,11.507,11.279,8.683,0.633,0.270,0.091,0.361
